Date,AAPL,GOOGL,MMM
2017-04-04,0.00744606819763,-0.00487890283046,-0.00277894295302
2017-04-05,-0.00518063134627,-0.00429290263556,0.000262894999737
2017-04-06,-0.002499652826,-0.00448810828003,-0.00183978132885
2017-04-07,-0.00222748155367,-0.00354987575435,0.000526620675128
2017-04-10,-0.00118599134924,-0.000475002968769,-0.00147376177694
2017-04-11,-0.010756443389,-0.00216229060235,0.00189763322967
2017-04-12,0.00120031066864,0.00188122112683,-0.00194665123376
2017-04-13,-0.00528913963329,-0.00152116559314,-0.00553505535055
2017-04-17,0.00552995391705,0.0177938060892,0.00906440498277
2017-04-18,-0.00444193753085,-0.00133313063511,-0.00073544862366
2017-04-19,-0.00368271954674,0.00295085422546,-0.00205025759647
2017-04-20,0.0125106624964,0.0041680774305,0.00700626876679
2017-04-21,-0.00119348497613,-0.00131383127151,0.00177861477297
2017-04-24,0.00962957756379,0.0232609581466,0.0142558746736
2017-04-25,0.00619604566973,0.0112750731002,0.00463368171755
2017-04-26,-0.00588113194492,0.000337518563521,-0.000666222518321
2017-04-27,0.000765590200445,0.00258676923769,0.00569230769231
2017-04-28,-0.000973642116976,0.037108498609,-0.00142777012901
2017-05-01,0.0203967977724,0.00897763163588,-0.00520859929531
2017-05-02,0.00634465820712,0.0045775176347,0.00882911554848
2017-05-03,-0.00305064063453,0.0121226349657,0.005597109856
2017-05-04,-0.00360397116823,0.00661078601929,0.00951272580074
2017-05-05,0.0165836347506,-0.00465057817999,-0.000551350809483
2017-05-08,0.0271885069817,0.00885002315107,-0.00376128385155
2017-05-09,0.00640481014313,-0.00206531829893,-0.00347344575887
2017-05-10,-0.00474056756932,-0.00195461529617,-0.00666801374015
2017-05-11,0.00450215320371,0.00109966067613,0.000559397884459
2017-05-12,0.0139655732381,-0.000784609107742,-0.000914866581957
2017-05-15,-0.00256245996156,0.00427162510208,0.00539248105001
2017-05-16,-0.0014771997431,0.00561914889181,0.00141678894905
2017-05-17,-0.0335756094423,-0.0232632877536,-0.0155121014603
2017-05-18,0.0152412645591,0.00884129191123,0.00205296653665
2017-05-19,0.00340894191687,0.00436612309311,0.00286826469986
2017-05-22,0.00607604860839,0.0098674907034,0.0138406537283
2017-05-23,-0.00123384635366,0.00672150362526,-0.00392927308448
2017-05-24,-0.00299089726918,0.00727422595436,-0.00121377636171
2017-05-25,0.00345637146211,0.0145763648081,0.0103802724189
2017-05-26,-0.0016897380906,0.00142157159277,0.0056630249574
2017-05-30,0.00039059957034,0.00291964923938,0.00882045148752
2017-05-31,-0.0059217804386,-0.0091149101057,0.0100276625173
2017-06-01,0.00274941084053,0.00121569461751,-0.000586883161344
2017-06-02,0.0148191669931,0.00792277570349,0.0114998776609
2017-06-05,-0.00977806368607,0.00779022607718,-0.00232220609579
2017-06-06,0.0033781589034,-0.00717217197275,-0.00392784405004
2017-06-07,0.00595662026546,0.00492635550026,-0.00194732486247
2017-06-08,-0.00244577460256,0.00268572968979,0.0045363640798
2017-06-09,-0.0387766952707,-0.0340144182897,0.00480722540546
2017-06-12,-0.0238958249429,-0.00856595060405,0.00222297395254
2017-06-13,0.00804566084445,0.0090350485023,0.00829355320893
2017-06-14,-0.00975509925643,-0.00264811952602,0.0043039548563
2017-06-15,-0.00599338660788,-0.0080067773496,0.00609494785963
2017-06-16,-0.0139995841708,-0.00162469536962,0.0092290217237
2017-06-19,0.0286075771421,0.0173165592205,0.000562746201463
2017-06-20,-0.00908842421758,-0.0063883021267,0.0
2017-06-21,0.00593062547411,0.00990722298476,-0.00234345706787
2017-06-22,-0.00164530061013,-0.0020131004813,-0.0030066710514
2017-06-23,0.00446336606468,0.00969670905777,0.00320422203374
2017-06-26,-0.00314465408805,-0.0141974870448,-0.00136214185063
2017-06-27,-0.0143327389933,-0.0246890719995,-0.0133107567847
2017-06-28,0.0146107284492,0.0136273982428,0.00400419487082
2017-06-29,-0.0147431941302,-0.0241308623219,-0.0131516475169
2017-06-30,0.00236636971047,-0.00867970399437,0.0016357950445
2017-07-03,-0.00361060963755,-0.0109930298597,0.00787741966473
2017-07-05,0.00411149825784,0.013921214626,-0.000333603393223
2017-07-06,-0.0094385453536,-0.00490206594727,-0.00829519450801
2017-07-07,0.010159041547,0.0141426554129,0.00754735121623
2017-07-10,0.00610348175891,0.0108310923566,0.00429409800086
2017-07-11,0.00324003860472,0.0026603575184,-0.00394318019858
2017-07-12,0.001443001443,0.0148186213334,0.00782218830487
2017-07-13,0.0139289145053,0.00122977078726,-0.000993847610033
2017-07-14,0.00859443730121,0.00831914124994,0.00322137476906
2017-07-17,0.00348899624262,-0.000972453961982,-0.000424989375266
2017-07-18,0.00347686547205,0.011260707406,-0.00174792139078
2017-07-19,0.00626332622601,0.00589695526622,0.00373858312432
2017-07-20,-0.0045027148722,-0.000584223939079,0.0016501650165
2017-07-21,-0.000465611281096,0.00166298793578,-0.00607201694516
